"Customer","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Churned","Pred_Prob","Risk_Level"
4515,40,"F",3,"Graduate","Single","Less than $40K",33,3,1,1,2628,1771,857,0.788,4316,72,0.6,0.674,0,0.00777722314424314,"Low"
4516,46,"F",3,"Unknown","Married","$40K - $60K",39,6,3,2,1457,563,894,0.711,3967,69,0.568,0.386,0,0.0344990346376062,"Low"
4517,46,"M",5,"Uneducated","Unknown","$80K - $120K",28,6,1,1,34516,1259,33257,0.671,4300,94,0.741,0.036,0,0.00111336518504485,"Low"
4518,40,"F",4,"Uneducated","Single","Unknown",32,3,1,3,3056,2038,1018,0.675,4734,73,0.659,0.667,0,0.0216715131084562,"Low"
4519,52,"M",2,"High School","Single","$80K - $120K",44,6,2,4,2650,1049,1601,0.874,4218,64,0.73,0.396,0,0.135973897853875,"Low"
4520,58,"F",1,"College","Married","Less than $40K",38,4,2,3,3331,2251,1080,1.044,5379,92,0.643,0.676,0,0.00415852891491654,"Low"
4521,49,"F",1,"Uneducated","Unknown","Less than $40K",38,6,2,1,3343,1820,1523,0.727,4507,63,0.703,0.544,0,0.0285065114273143,"Low"
4522,51,"M",2,"High School","Married","$60K - $80K",46,5,3,2,4123,1760,2363,0.869,2447,40,0.429,0.427,1,0.210641282808062,"Low"
4523,55,"F",1,"Unknown","Married","Less than $40K",36,3,1,0,2677,1555,1122,0.639,4757,81,0.688,0.581,0,0.00307899543813049,"Low"
4524,57,"F",0,"Graduate","Single","Less than $40K",45,4,3,3,3023,2517,506,0.646,2477,42,0.615,0.833,1,0.105527124489798,"Low"
4525,56,"F",2,"High School","Married","Less than $40K",47,4,3,1,2238,1324,914,0.762,4108,72,0.846,0.592,0,0.00916883201847973,"Low"
4526,59,"F",2,"High School","Married","Unknown",51,3,3,3,3875,1397,2478,0.573,2312,49,0.581,0.361,1,0.168394997617018,"Low"
4527,42,"M",2,"Post-Graduate","Single","$60K - $80K",26,6,2,3,20803,1747,19056,0.311,4012,60,0.429,0.084,0,0.117516712870741,"Low"
4528,48,"M",2,"Doctorate","Single","$40K - $60K",42,6,3,2,2760,0,2760,0.576,1759,34,0.214,0,1,0.569355915372008,"High"
4529,45,"M",3,"Doctorate","Single","$80K - $120K",36,6,2,4,9086,1254,7832,0.93,3906,81,0.8,0.138,0,0.0369223920872097,"Low"
4530,47,"M",3,"Graduate","Unknown","$60K - $80K",36,4,3,2,21142,0,21142,0.812,4360,66,1.357,0,0,0.061424452870202,"Low"
4531,62,"M",0,"Unknown","Single","Less than $40K",36,3,2,4,3653,1769,1884,0.825,4423,67,0.763,0.484,0,0.0859375140255456,"Low"
4532,44,"F",3,"Uneducated","Unknown","Less than $40K",36,6,2,4,1713,0,1713,0.678,3999,66,1.062,0,0,0.276698360402441,"Medium"
4533,55,"M",2,"Graduate","Single","$80K - $120K",46,3,1,4,34516,1718,32798,0.51,5220,74,0.423,0.05,0,0.0473463801640927,"Low"
4534,43,"M",4,"Graduate","Single","$80K - $120K",33,4,1,1,6548,1244,5304,0.667,4354,79,0.927,0.19,0,0.0128820391087119,"Low"
4535,35,"F",2,"Doctorate","Married","$40K - $60K",27,6,1,0,1953,1554,399,0.581,4598,71,0.651,0.796,0,0.00437799731098636,"Low"
4536,49,"M",3,"High School","Unknown","$40K - $60K",38,4,1,3,3051,1783,1268,0.732,4887,69,0.725,0.584,0,0.0428585673049274,"Low"
4537,44,"M",3,"Graduate","Married","$80K - $120K",25,5,2,3,25256,966,24290,0.488,2048,40,0.333,0.038,1,0.282131759163195,"Medium"
4538,48,"F",3,"Graduate","Single","Unknown",36,3,3,1,1630,1243,387,0.4,1884,43,0.303,0.763,1,0.0398296166072829,"Low"
4539,42,"M",4,"High School","Married","$120K +",30,6,2,4,34516,1045,33471,0.848,3574,75,0.923,0.03,0,0.0231293819709745,"Low"
4540,43,"M",4,"Unknown","Married","$40K - $60K",37,3,2,3,10800,1491,9309,0.543,3966,77,0.638,0.138,0,0.0322677946980979,"Low"
4541,39,"F",1,"Graduate","Single","Less than $40K",26,3,3,1,1876,1536,340,0.712,2579,47,0.469,0.819,1,0.0304483921422641,"Low"
4542,42,"M",5,"Unknown","Married","$60K - $80K",36,2,3,2,4963,0,4963,0.637,2335,40,0.429,0,1,0.453716645732432,"Medium"
4543,44,"M",1,"Graduate","Single","$60K - $80K",37,3,1,4,16739,1229,15510,0.497,4014,69,0.568,0.073,0,0.0994038777386017,"Low"
4544,56,"F",0,"Graduate","Single","Less than $40K",45,3,6,2,2463,1621,842,0.568,4118,70,0.591,0.658,0,0.0148153551415068,"Low"
4545,46,"M",3,"College","Single","$80K - $120K",38,3,3,1,34516,1278,33238,0.51,4699,73,0.622,0.037,0,0.0106718285049071,"Low"
4546,50,"M",2,"College","Married","$60K - $80K",37,4,1,2,4743,1687,3056,0.957,3739,55,0.618,0.356,0,0.108904164207294,"Low"
4547,43,"M",3,"College","Unknown","$60K - $80K",33,4,3,4,9382,1455,7927,0.482,3412,71,0.821,0.155,0,0.0735957841771862,"Low"
4548,45,"F",3,"Uneducated","Single","Less than $40K",30,3,2,3,2059,1118,941,0.788,4110,71,1.152,0.543,0,0.0301839379713751,"Low"
4549,58,"M",2,"Unknown","Divorced","$60K - $80K",52,6,2,3,20410,1196,19214,0.726,3525,78,0.733,0.059,0,0.019176332689454,"Low"
4550,39,"F",2,"Graduate","Divorced","Less than $40K",31,5,3,4,6798,918,5880,0.671,3961,69,0.605,0.135,0,0.128437118961968,"Low"
4551,44,"F",2,"Unknown","Single","Less than $40K",32,3,1,4,6472,2128,4344,0.58,3592,66,0.833,0.329,0,0.0902007268845127,"Low"
4552,45,"M",3,"High School","Single","Less than $40K",29,4,1,2,2766,1985,781,0.796,4480,70,0.75,0.718,0,0.0143372791208932,"Low"
4553,55,"F",2,"Graduate","Married","Less than $40K",46,5,3,4,1438.3,0,1438.3,0.907,4271,79,0.756,0,0,0.105836750605928,"Low"
4554,49,"F",2,"College","Married","Less than $40K",35,3,3,4,3283,1856,1427,1.103,4498,64,0.829,0.565,0,0.0956953544306869,"Low"
4555,46,"F",3,"Graduate","Married","Less than $40K",37,5,1,3,2470,1961,509,0.802,4519,78,0.733,0.794,0,0.00868709376221923,"Low"
4556,43,"M",4,"Unknown","Married","$120K +",37,3,1,3,20695,1250,19445,0.605,3924,82,0.783,0.06,0,0.0150252512312955,"Low"
4557,42,"F",5,"Graduate","Married","Less than $40K",36,5,2,4,4228,1709,2519,0.493,4389,79,0.58,0.404,0,0.032940866788042,"Low"
4558,45,"M",3,"Graduate","Unknown","$80K - $120K",28,5,3,1,31743,1332,30411,0.665,4293,73,0.622,0.042,0,0.0101547584500482,"Low"
4559,48,"F",4,"Unknown","Unknown","Less than $40K",29,6,3,4,3212,2517,695,0.785,4284,69,1.3,0.784,0,0.0304116933314964,"Low"
4560,47,"F",3,"Unknown","Single","Unknown",42,3,2,2,5884,1382,4502,0.91,4477,82,0.745,0.235,0,0.0147413035692545,"Low"
4561,44,"F",3,"Unknown","Single","Less than $40K",33,6,2,3,1724,0,1724,0.669,4768,80,0.86,0,0,0.0745669167814325,"Low"
4562,59,"F",1,"Graduate","Married","Less than $40K",36,2,3,3,2468,0,2468,0.5,2017,37,0.762,0,1,0.641974677762376,"High"
4563,49,"F",3,"Graduate","Divorced","Less than $40K",36,3,3,3,1438.3,0,1438.3,0.409,1849,43,0.536,0,1,0.490591189221157,"Medium"
4564,47,"F",5,"Graduate","Married","Less than $40K",42,5,1,2,3111,1541,1570,0.656,4570,68,0.511,0.495,0,0.0332613675339393,"Low"
4565,58,"F",1,"High School","Married","Less than $40K",46,4,1,3,2799,1532,1267,0.583,4214,83,0.537,0.547,0,0.00923523881777566,"Low"
4566,48,"F",3,"College","Married","Less than $40K",36,5,3,0,1912,1163,749,0.871,4786,81,0.723,0.608,0,0.00299586983355828,"Low"
4567,46,"M",3,"College","Married","$80K - $120K",41,4,3,1,18927,887,18040,1.065,3101,54,1,0.047,0,0.0713519989064862,"Low"
4568,51,"F",3,"Graduate","Married","Less than $40K",46,1,4,3,2016,395,1621,0.711,2473,44,0.571,0.196,1,0.38619609177982,"Medium"
4569,51,"M",2,"Post-Graduate","Unknown","$80K - $120K",43,4,2,0,4830,1970,2860,0.799,4850,80,0.633,0.408,0,0.00521815529888893,"Low"
4570,56,"M",2,"Graduate","Single","$80K - $120K",36,1,2,2,1438.3,0,1438.3,0.65,2123,37,0.542,0,1,0.54941433950155,"High"
4571,50,"F",3,"High School","Single","Less than $40K",36,4,3,1,1986,1614,372,0.554,4442,64,0.73,0.813,0,0.0126055556613549,"Low"
4572,47,"M",2,"Unknown","Single","$80K - $120K",41,6,1,1,2877,1136,1741,0.756,4006,68,0.478,0.395,0,0.02205290877021,"Low"
4573,53,"F",1,"College","Single","Less than $40K",45,3,2,2,2312,1997,315,0.787,5085,78,0.773,0.864,0,0.00564579309677521,"Low"
4574,46,"F",3,"Graduate","Married","$40K - $60K",39,3,3,2,2644,2126,518,0.748,3601,66,0.65,0.804,0,0.0116182213274422,"Low"
4575,39,"F",1,"Uneducated","Single","Less than $40K",35,5,3,0,2062,1302,760,0.631,3785,63,0.75,0.631,0,0.0109557209356521,"Low"
4576,50,"F",1,"Graduate","Married","Less than $40K",35,5,2,2,3510,1881,1629,0.66,3808,81,0.884,0.536,0,0.00586870185550401,"Low"
4577,55,"M",2,"Graduate","Single","$80K - $120K",36,3,2,1,15026,916,14110,0.721,3281,63,0.8,0.061,0,0.0377143148349649,"Low"
4578,50,"M",3,"College","Unknown","$80K - $120K",37,1,3,2,27186,0,27186,0.504,1704,34,0.478,0,1,0.279624050566477,"Medium"
4579,45,"M",5,"High School","Married","$60K - $80K",36,6,3,2,2174,877,1297,0.644,4596,71,0.449,0.403,0,0.0339254641559788,"Low"
4580,42,"M",3,"College","Single","$80K - $120K",36,6,1,0,29535,895,28640,0.952,3934,74,0.644,0.03,0,0.00565028346998098,"Low"
4581,50,"F",2,"High School","Single","Less than $40K",43,4,2,1,2974,2090,884,0.975,4297,88,0.833,0.703,0,0.00141453974199616,"Low"
4582,50,"F",2,"Graduate","Unknown","Less than $40K",36,5,2,2,1438.3,0,1438.3,0.658,2329,43,0.593,0,1,0.421843725420767,"Medium"
4583,51,"F",3,"Uneducated","Married","Less than $40K",39,3,3,0,8148,701,7447,0.819,4124,87,0.891,0.086,0,0.00407122107475067,"Low"
4584,48,"F",4,"Post-Graduate","Married","Less than $40K",31,6,6,4,2646,1983,663,0.7,4727,83,0.804,0.749,0,0.0104771801149439,"Low"
4585,37,"F",3,"Unknown","Single","Unknown",24,2,3,2,2054,0,2054,0.87,2567,43,0.593,0,1,0.43918024726647,"Medium"
4586,43,"M",2,"High School","Married","$120K +",36,6,2,4,34516,1477,33039,0.324,1868,40,0.212,0.043,1,0.269118621959435,"Medium"
4587,37,"F",1,"High School","Single","Less than $40K",23,6,3,4,1879,1486,393,0.836,5202,88,0.692,0.791,0,0.00717560153411261,"Low"
4588,45,"M",4,"High School","Single","$80K - $120K",34,3,2,3,15913,1696,14217,0.632,4472,86,0.792,0.107,0,0.0140593693125962,"Low"
4589,44,"F",2,"High School","Single","Less than $40K",36,5,3,4,8685,0,8685,0.666,2473,56,0.6,0,0,0.278845536698411,"Medium"
4590,60,"F",2,"Uneducated","Unknown","$40K - $60K",52,4,3,2,2676,1740,936,0.735,3863,69,0.725,0.65,0,0.0148793283836279,"Low"
4591,58,"F",1,"Post-Graduate","Single","Less than $40K",36,6,2,4,1438.3,0,1438.3,0.657,4722,89,0.745,0,0,0.0500139137026238,"Low"
4592,42,"M",2,"Graduate","Single","$40K - $60K",28,3,1,3,1711,0,1711,0.983,4496,77,0.925,0,0,0.0884343516237464,"Low"
4593,61,"M",0,"High School","Single","$40K - $60K",48,3,2,4,2572,1969,603,0.644,4313,84,0.787,0.766,0,0.00762240498022634,"Low"
4594,56,"M",4,"High School","Married","$60K - $80K",43,6,2,6,4535,0,4535,0.831,2342,40,0.6,0,1,0.853663478331077,"Very High"
4595,44,"M",2,"Graduate","Married","$60K - $80K",36,5,6,1,5950,1117,4833,0.57,4682,89,0.679,0.188,0,0.00567409617745497,"Low"
4596,39,"M",1,"Unknown","Single","$40K - $60K",33,3,3,4,2088,975,1113,1.144,2866,59,0.735,0.467,1,0.109278337954866,"Low"
4597,43,"F",3,"Unknown","Married","Less than $40K",32,4,3,2,10466,2080,8386,0.648,4116,64,0.684,0.199,0,0.0644695477698644,"Low"
4598,39,"M",2,"Graduate","Married","$60K - $80K",23,5,2,1,4761,1561,3200,0.69,2045,53,1.65,0.328,0,0.046413795064694,"Low"
4599,50,"F",4,"Unknown","Married","Less than $40K",45,4,1,4,1488,755,733,0.783,4451,65,0.711,0.507,0,0.10798768556444,"Low"
4600,44,"M",2,"College","Married","$60K - $80K",27,3,1,2,19114,1754,17360,0.865,4413,69,0.725,0.092,0,0.0403684442087871,"Low"
4601,30,"F",1,"Uneducated","Single","Unknown",24,3,5,4,7536,1272,6264,0.683,4189,86,0.911,0.169,0,0.0252198456669261,"Low"
4602,47,"F",1,"Graduate","Single","Unknown",37,6,3,3,2441,1672,769,0.893,4439,74,0.682,0.685,0,0.0170139092413571,"Low"
4603,47,"M",3,"Graduate","Married","$80K - $120K",42,6,3,3,13189,1205,11984,0.708,3821,83,0.66,0.091,0,0.0171878860460773,"Low"
4604,49,"F",3,"Post-Graduate","Married","Less than $40K",35,3,3,2,1914,0,1914,0.677,2687,41,0.414,0,1,0.503413731896953,"High"
4605,42,"F",2,"Graduate","Divorced","$40K - $60K",31,6,2,1,2468,1850,618,0.775,4483,77,0.54,0.75,0,0.00411625114452881,"Low"
4606,57,"F",1,"Unknown","Single","Less than $40K",44,4,3,2,2564,1258,1306,1.156,2673,43,0.87,0.491,0,0.163504649838091,"Low"
4607,43,"F",4,"Unknown","Married","Less than $40K",24,6,2,3,1679,951,728,0.706,2492,43,0.593,0.566,1,0.197915476793645,"Low"
4608,44,"F",3,"High School","Single","$40K - $60K",37,4,1,1,3410,1110,2300,0.63,5102,63,0.615,0.326,0,0.0657184853550442,"Low"
4609,45,"F",3,"Uneducated","Married","Less than $40K",38,6,5,1,2728,0,2728,0.879,4554,75,0.744,0,0,0.0422634915483809,"Low"
4610,51,"M",3,"High School","Single","$60K - $80K",43,5,3,3,7119,1513,5606,0.925,4969,84,0.909,0.213,0,0.0238898083519574,"Low"
4611,57,"F",0,"High School","Divorced","Less than $40K",36,5,1,3,3532,869,2663,1.038,4297,64,0.778,0.246,0,0.128952130637931,"Low"
4612,60,"F",1,"Uneducated","Single","Unknown",50,6,3,3,7459,1717,5742,1.001,4328,68,0.581,0.23,0,0.0797947729270741,"Low"
4613,64,"F",0,"Graduate","Single","Less than $40K",56,4,2,3,2294,1582,712,0.775,3951,79,0.881,0.69,0,0.00839573677678108,"Low"
4614,37,"M",3,"Graduate","Married","$80K - $120K",18,5,3,2,1663,0,1663,0.778,3950,82,0.864,0,0,0.028074720814242,"Low"
4615,49,"F",3,"Unknown","Single","$40K - $60K",42,4,3,4,5129,1654,3475,0.618,3192,61,0.848,0.322,0,0.130788153478346,"Low"
4616,53,"F",4,"Graduate","Married","Less than $40K",37,3,2,3,1722,0,1722,0.863,2141,35,0.346,0,1,0.705497152651986,"High"
4617,46,"F",4,"Graduate","Married","Unknown",40,5,3,4,2586,1270,1316,0.675,4481,77,0.925,0.491,0,0.0352703860684959,"Low"
4618,50,"F",2,"High School","Single","Less than $40K",46,5,3,2,8708,996,7712,0.527,3927,60,0.935,0.114,0,0.116677827723637,"Low"
4619,56,"F",3,"Unknown","Single","Less than $40K",50,5,2,2,8869,0,8869,0.721,3270,63,0.8,0,0,0.092398699731058,"Low"
4620,45,"F",3,"Graduate","Married","Less than $40K",34,6,2,3,2641,1336,1305,1.019,4224,77,0.791,0.506,0,0.0189853253562183,"Low"
4621,43,"M",4,"High School","Divorced","$80K - $120K",36,3,3,2,34516,1048,33468,0.864,4192,73,0.738,0.03,0,0.0141576756346647,"Low"
4622,52,"M",2,"Unknown","Married","$80K - $120K",48,6,6,1,34516,1473,33043,0.642,4254,73,0.587,0.043,0,0.00870158987473298,"Low"
4623,47,"F",3,"Unknown","Single","Less than $40K",36,3,1,4,1965,1175,790,0.657,4579,87,0.74,0.598,0,0.0105083634506426,"Low"
4624,50,"F",0,"High School","Married","Less than $40K",36,4,3,2,1513,0,1513,0.854,4759,98,0.719,0,0,0.00819357991492518,"Low"
4625,42,"M",4,"College","Single","$40K - $60K",36,5,2,3,10543,0,10543,0.509,1841,39,0.5,0,1,0.477885252511516,"Medium"
4626,49,"M",1,"Graduate","Single","$80K - $120K",42,6,2,1,17764,1459,16305,0.964,2750,57,0.9,0.082,0,0.0448442107340481,"Low"
4627,50,"F",2,"Graduate","Single","$40K - $60K",43,4,1,3,1438.3,0,1438.3,1.196,4512,77,0.833,0,0,0.0900774341900974,"Low"
4628,49,"F",2,"College","Single","$40K - $60K",36,3,2,1,6371,1946,4425,0.582,3592,79,0.756,0.305,0,0.00680402778592974,"Low"
4629,43,"M",4,"Graduate","Divorced","$80K - $120K",36,5,1,1,19188,1622,17566,0.75,4282,52,0.926,0.085,0,0.120650076610056,"Low"
4630,60,"M",0,"College","Unknown","Less than $40K",47,6,3,3,3076,2257,819,0.795,4522,75,0.471,0.734,0,0.0134765349102207,"Low"
4631,49,"M",4,"Graduate","Single","$40K - $60K",42,3,3,2,2822,1501,1321,1.043,4344,68,1.194,0.532,0,0.0277245020097275,"Low"
4632,42,"F",4,"College","Married","$40K - $60K",37,3,3,1,4139,0,4139,0.547,2232,41,0.464,0,1,0.316413693670869,"Medium"
4633,42,"M",3,"College","Single","$80K - $120K",26,3,2,2,34516,904,33612,0.726,3910,68,0.659,0.026,0,0.0208225681276462,"Low"
4634,43,"M",3,"Graduate","Single","$120K +",23,5,2,2,4121,2084,2037,0.807,3462,49,1.042,0.506,0,0.117318784099754,"Low"
4635,42,"F",2,"Doctorate","Unknown","Less than $40K",36,6,1,2,10074,1079,8995,0.813,3338,65,0.711,0.107,0,0.0561340202110032,"Low"
4636,43,"M",5,"Uneducated","Married","$60K - $80K",36,6,2,4,2621,598,2023,0.967,4852,85,0.771,0.228,0,0.0391561249439115,"Low"
4637,47,"M",1,"High School","Married","$60K - $80K",29,3,2,2,3394,0,3394,0.454,3115,69,0.816,0,0,0.0640457402094316,"Low"
4638,56,"M",1,"Uneducated","Single","$80K - $120K",45,3,1,2,17628,1414,16214,0.603,3991,76,0.617,0.08,0,0.0190548417254636,"Low"
4639,56,"M",2,"Doctorate","Single","$80K - $120K",48,4,3,3,4480,2465,2015,0.772,3331,74,0.682,0.55,0,0.014200698527529,"Low"
4640,43,"F",3,"High School","Unknown","Less than $40K",39,5,3,2,3370,2284,1086,0.673,4084,70,0.628,0.678,0,0.0132087208829074,"Low"
4641,38,"M",2,"Unknown","Single","$60K - $80K",33,2,3,2,12871,0,12871,0.598,2413,53,0.606,0,1,0.13659752664359,"Low"
4642,47,"F",1,"Graduate","Married","Unknown",34,3,2,2,3112,2023,1089,0.757,4613,86,0.593,0.65,0,0.0036893696806101,"Low"
4643,57,"F",3,"Unknown","Single","Less than $40K",49,1,3,5,1551,790,761,0.811,2379,46,0.769,0.509,1,0.350814952147359,"Medium"
4644,44,"M",3,"Graduate","Single","$60K - $80K",37,5,2,3,1682,930,752,0.903,3309,67,1.03,0.553,0,0.0316984615663974,"Low"
4645,42,"F",1,"High School","Married","Less than $40K",36,5,3,3,2758,2017,741,0.883,4119,73,1.028,0.731,0,0.0142067903960533,"Low"
4646,49,"F",1,"High School","Married","Less than $40K",39,5,2,2,1909,866,1043,0.88,4697,83,0.844,0.454,0,0.00955305348242136,"Low"
4647,48,"M",2,"High School","Married","$80K - $120K",44,5,1,2,11332,1647,9685,0.542,4674,72,0.714,0.145,0,0.0420017056845638,"Low"
4648,44,"M",5,"Doctorate","Single","$120K +",31,5,1,2,7567,2496,5071,0.709,4076,60,0.579,0.33,0,0.0741804160591529,"Low"
4649,42,"M",4,"Unknown","Married","$60K - $80K",36,3,2,2,6743,1737,5006,0.598,1934,30,0.579,0.258,1,0.454718099613989,"Medium"
4650,48,"M",4,"Unknown","Single","$80K - $120K",36,3,3,3,32838,1717,31121,0.995,2538,42,0.4,0.052,1,0.207583403424267,"Low"
4651,42,"F",3,"Doctorate","Single","Less than $40K",30,2,3,3,1438.3,0,1438.3,0.373,1693,37,0.423,0,1,0.62177702519301,"High"
4652,43,"M",4,"Unknown","Married","$80K - $120K",38,5,1,2,2510,1508,1002,0.728,3623,63,0.853,0.601,0,0.0280573143855561,"Low"
4653,50,"F",3,"Uneducated","Unknown","Less than $40K",43,6,2,1,3199,2517,682,0.699,4483,87,0.776,0.787,0,0.00131534226505431,"Low"
4654,35,"F",1,"High School","Married","Less than $40K",26,4,2,3,1918,900,1018,0.873,4237,76,0.9,0.469,0,0.0241842135645178,"Low"
4655,47,"M",2,"High School","Married","$60K - $80K",39,2,3,1,18660,728,17932,0.403,1682,43,0.303,0.039,1,0.116027789591204,"Low"
4656,41,"M",3,"Post-Graduate","Unknown","$80K - $120K",33,3,2,3,7591,0,7591,0.648,2302,42,0.5,0,1,0.487996816870469,"Medium"
4657,43,"M",2,"College","Single","$120K +",37,6,3,1,14315,1348,12967,0.681,3694,67,0.718,0.094,0,0.0286307539292266,"Low"
4658,64,"F",1,"High School","Divorced","Unknown",36,3,3,1,18038,1184,16854,0.827,4168,64,0.6,0.066,0,0.0420672075668559,"Low"
4659,42,"F",4,"Graduate","Single","Less than $40K",34,3,2,3,1853,0,1853,0.846,4544,72,0.565,0,0,0.139587242855817,"Low"
4660,49,"M",5,"Doctorate","Single","$40K - $60K",43,3,1,1,4951,2002,2949,0.684,4192,62,0.55,0.404,0,0.0376882893721032,"Low"
4661,46,"M",3,"Uneducated","Single","$120K +",27,4,2,3,34516,2213,32303,0.584,4492,71,0.821,0.064,0,0.0284221981259507,"Low"
4662,51,"F",0,"Graduate","Married","Less than $40K",32,4,2,3,1757,331,1426,0.879,2377,47,0.516,0.188,1,0.31672329744232,"Medium"
4663,47,"M",5,"Graduate","Married","$60K - $80K",38,5,3,4,24033,612,23421,0.635,3578,75,0.531,0.025,0,0.0387441183225178,"Low"
4664,38,"F",2,"Unknown","Single","$40K - $60K",29,5,3,2,3276,2331,945,0.567,4345,68,0.511,0.712,0,0.0163774883304476,"Low"
4665,52,"M",1,"Unknown","Married","$120K +",40,4,1,2,3614,0,3614,0.671,4561,82,0.907,0,0,0.0328918818360849,"Low"
4666,47,"M",4,"High School","Divorced","$60K - $80K",36,6,1,3,1943,1654,289,0.648,3392,70,0.591,0.851,0,0.0104382484643543,"Low"
4667,40,"F",2,"Post-Graduate","Married","$40K - $60K",25,2,2,4,3795,2517,1278,0.563,1633,32,0.778,0.663,1,0.362809738210476,"Medium"
4668,43,"F",3,"Graduate","Single","Less than $40K",30,3,3,1,4075,2189,1886,0.695,3956,71,0.732,0.537,0,0.0101526729627857,"Low"
4669,48,"F",1,"Graduate","Single","Less than $40K",41,6,2,4,3001,482,2519,0.814,2403,42,0.615,0.161,1,0.559827074622931,"High"
4670,47,"M",4,"Unknown","Unknown","Less than $40K",37,6,3,3,5726,834,4892,0.569,2311,58,0.487,0.146,0,0.122006828276904,"Low"
4671,54,"F",3,"Graduate","Single","Less than $40K",44,3,2,3,2077,1634,443,0.771,4292,66,0.833,0.787,0,0.026799044158065,"Low"
4672,41,"F",2,"Graduate","Married","Less than $40K",30,6,2,4,2157,721,1436,0.769,4250,85,0.889,0.334,0,0.0232740352068195,"Low"
4673,40,"F",3,"College","Unknown","$40K - $60K",20,6,2,2,2037,1349,688,0.743,4574,84,0.714,0.662,0,0.00451270300414163,"Low"
4674,33,"M",2,"Doctorate","Single","$120K +",23,5,1,1,14914,1102,13812,0.823,4478,87,0.673,0.074,0,0.00567066667252858,"Low"
4675,47,"F",2,"High School","Single","Less than $40K",39,5,3,2,1580,620,960,0.746,4384,70,0.522,0.392,0,0.0363291741442961,"Low"
4676,46,"M",3,"College","Married","$60K - $80K",38,5,3,4,15483,1719,13764,0.686,4678,80,0.509,0.111,0,0.0443235528937085,"Low"
4677,44,"F",2,"Doctorate","Divorced","Less than $40K",36,1,2,2,1916,0,1916,1.041,2888,39,0.444,0,1,0.574245181777412,"High"
4678,51,"M",3,"Graduate","Single","$80K - $120K",36,6,3,3,3610,1554,2056,0.501,2216,34,0.308,0.43,1,0.42062689462166,"Medium"
4679,48,"F",3,"Graduate","Married","Less than $40K",36,3,2,2,1667,0,1667,0.686,4385,80,0.951,0,0,0.0407129282134745,"Low"
4680,51,"F",1,"High School","Single","Less than $40K",47,4,3,1,1438.3,0,1438.3,0.826,4242,70,0.458,0,0,0.0636368333185824,"Low"
4681,48,"F",1,"Graduate","Married","Less than $40K",42,3,3,2,1942,860,1082,0.708,2522,42,0.312,0.443,1,0.193398482784713,"Low"
4682,48,"F",4,"Uneducated","Single","Unknown",44,4,3,0,2231,0,2231,0.712,3946,48,1.286,0,0,0.24392427132222,"Low"
4683,50,"F",4,"College","Married","Unknown",36,4,2,2,6465,1863,4602,0.399,4490,68,0.789,0.288,0,0.0485652824808851,"Low"
4684,35,"M",2,"High School","Unknown","$40K - $60K",19,4,3,3,8599,938,7661,0.537,3015,64,0.73,0.109,0,0.0902152563866773,"Low"
4685,35,"F",4,"Graduate","Single","Less than $40K",22,6,3,3,1438.3,0,1438.3,0.512,3427,64,0.829,0,0,0.186764896660757,"Low"
4686,51,"F",1,"Graduate","Single","Less than $40K",37,4,3,4,4402,697,3705,0.7,3325,76,0.652,0.158,0,0.0555173659534307,"Low"
4687,50,"M",0,"Unknown","Divorced","$60K - $80K",36,3,3,2,5444,2499,2945,0.468,4509,80,0.667,0.459,0,0.00986409641860708,"Low"
4688,50,"F",2,"High School","Married","Less than $40K",36,6,2,1,1438.3,0,1438.3,0.909,4697,82,0.907,0,0,0.0241839067746529,"Low"
4689,54,"F",1,"Unknown","Married","Less than $40K",40,1,1,4,1438.3,0,1438.3,0.43,1632,36,0.44,0,1,0.741288867232828,"High"
4690,45,"F",5,"Unknown","Single","Less than $40K",36,4,2,0,2679,1558,1121,0.997,4756,73,0.553,0.582,0,0.00681232733142005,"Low"
4691,31,"F",0,"Post-Graduate","Single","Less than $40K",19,6,3,1,2766,1731,1035,0.569,3959,71,0.732,0.626,0,0.0084149734563306,"Low"
4692,42,"M",3,"Graduate","Single","$60K - $80K",22,5,3,1,25293,1140,24153,1.01,4059,80,0.86,0.045,0,0.00623582696651405,"Low"
4693,45,"F",2,"Post-Graduate","Single","Unknown",37,3,3,4,2707,1796,911,0.597,4077,70,1.059,0.663,0,0.0363236998814914,"Low"
4694,45,"F",4,"Graduate","Unknown","Less than $40K",33,1,3,2,1748,1103,645,0.739,2335,41,0.708,0.631,1,0.126002727395382,"Low"
4695,45,"F",3,"High School","Single","$40K - $60K",26,3,2,4,4034,1867,2167,0.656,3718,72,0.756,0.463,0,0.0421738878709265,"Low"
4696,53,"M",0,"Uneducated","Divorced","$120K +",47,5,2,1,26129,1752,24377,0.742,4919,75,0.744,0.067,0,0.0132610347030793,"Low"
4697,51,"M",2,"High School","Married","$80K - $120K",41,5,2,3,14902,0,14902,0.312,2038,39,0.625,0,1,0.445359334960818,"Medium"
